timestamp,temperature,dew_point,humidity,wind_speed,pressure,uv_index,hour,dayofweek,minute,pred_temp_plus_1h,pred_temp_plus_3h
2025-06-02T05:50:45.812914,48.0,44.0,88.0,6.03,29.94,0.0,5.0,0.0,50.0,59.0,59.0
2025-06-02T05:50:55.812517,48.0,44.0,88.0,6.03,29.94,0.0,5.0,0.0,50.0,59.0,59.0
2025-06-02T05:51:05.813224,48.0,44.0,88.0,6.03,29.94,0.0,5.0,0.0,51.0,59.0,59.0
2025-06-02T05:51:15.814259,48.0,44.0,88.0,6.03,29.94,0.0,5.0,0.0,51.0,59.0,59.0
2025-06-02T05:51:25.835130,48.0,44.0,88.0,6.03,29.94,0.0,5.0,0.0,51.0,59.0,59.0
2025-06-02T05:51:35.823373,48.0,44.0,88.0,6.03,29.94,0.0,5.0,0.0,51.0,59.0,59.0
2025-06-02T05:51:45.811665,48.0,44.0,88.0,6.03,29.94,0.0,5.0,0.0,51.0,59.0,59.0
2025-06-02T05:51:55.816631,48.0,44.0,88.0,6.03,29.94,0.0,5.0,0.0,51.0,59.0,59.0
2025-06-02T05:52:05.811443,48.0,44.0,88.0,6.03,29.94,0.0,5.0,0.0,52.0,59.0,59.0
2025-06-02T05:52:15.835852,48.0,44.0,88.0,6.03,29.94,0.0,5.0,0.0,52.0,59.0,59.0
2025-06-02T05:52:25.838014,48.0,44.0,88.0,6.03,29.94,0.0,5.0,0.0,52.0,59.0,59.0
2025-06-02T05:52:35.852440,48.0,44.0,88.0,6.03,29.94,0.0,5.0,0.0,52.0,59.0,59.0
2025-06-02T05:52:45.842274,48.0,44.0,88.0,6.03,29.94,0.0,5.0,0.0,52.0,59.0,59.0
2025-06-02T05:52:55.843426,48.0,44.0,88.0,6.03,29.94,0.0,5.0,0.0,52.0,59.0,59.0
2025-06-02T05:53:05.835299,48.0,44.0,88.0,6.03,29.94,0.0,5.0,0.0,53.0,59.0,59.0
2025-06-02T05:53:15.834362,48.0,44.0,88.0,6.03,29.94,0.0,5.0,0.0,53.0,59.0,59.0
2025-06-02T05:53:25.837588,48.0,44.0,88.0,6.03,29.94,0.0,5.0,0.0,53.0,59.0,59.0
2025-06-02T05:53:35.843279,48.0,44.0,88.0,6.03,29.94,0.0,5.0,0.0,53.0,59.0,59.0
2025-06-02T05:53:45.841016,48.0,44.0,88.0,6.03,29.94,0.0,5.0,0.0,53.0,59.0,59.0
2025-06-02T05:53:55.851234,48.0,44.0,88.0,6.03,29.94,0.0,5.0,0.0,53.0,59.0,59.0
2025-06-02T05:54:05.854296,48.0,44.0,88.0,6.03,29.94,0.0,5.0,0.0,54.0,59.0,59.0
2025-06-02T05:54:15.864194,48.0,44.0,88.0,6.03,29.94,0.0,5.0,0.0,54.0,59.0,59.0
2025-06-02T05:54:25.885145,48.0,44.0,88.0,6.03,29.94,0.0,5.0,0.0,54.0,59.0,59.0
2025-06-02T05:54:35.870525,48.0,44.0,88.0,6.03,29.94,0.0,5.0,0.0,54.0,59.0,59.0
2025-06-02T05:54:45.866029,48.0,44.0,88.0,6.03,29.94,0.0,5.0,0.0,54.0,59.0,59.0
2025-06-02T05:54:55.870791,48.0,44.0,88.0,6.03,29.94,0.0,5.0,0.0,54.0,59.0,59.0
2025-06-02T05:55:05.870102,48.0,44.0,88.0,6.03,29.94,0.0,5.0,0.0,55.0,59.0,59.0
2025-06-02T05:55:15.870414,48.0,44.0,88.0,6.03,29.94,0.0,5.0,0.0,55.0,59.0,59.0
2025-06-02T05:55:25.869521,48.0,44.0,88.0,6.03,29.94,0.0,5.0,0.0,55.0,59.0,59.0
2025-06-02T05:55:35.869899,48.0,44.0,88.0,6.03,29.94,0.0,5.0,0.0,55.0,59.0,59.0
2025-06-02T05:55:45.870089,48.0,44.0,88.0,6.03,29.94,0.0,5.0,0.0,55.0,59.0,59.0
2025-06-02T05:55:55.869316,48.0,44.0,88.0,6.03,29.94,0.0,5.0,0.0,55.0,59.0,59.0
2025-06-02T05:56:05.871344,48.0,44.0,88.0,6.03,29.94,0.0,5.0,0.0,56.0,59.0,59.0
2025-06-02T05:56:15.869598,48.0,44.0,88.0,6.03,29.94,0.0,5.0,0.0,56.0,59.0,59.0
2025-06-02T05:56:25.900119,48.0,44.0,88.0,6.03,29.94,0.0,5.0,0.0,56.0,59.0,59.0
2025-06-02T05:56:35.873357,48.0,44.0,88.0,6.03,29.94,0.0,5.0,0.0,56.0,59.0,59.0
2025-06-02T05:56:45.939907,48.0,44.0,88.0,6.03,29.94,0.0,5.0,0.0,56.0,59.0,59.0
2025-06-02T05:56:55.895906,48.0,44.0,88.0,6.03,29.94,0.0,5.0,0.0,56.0,59.0,59.0
2025-06-02T05:57:05.870871,48.0,44.0,88.0,6.03,29.94,0.0,5.0,0.0,57.0,59.0,59.0
2025-06-02T05:57:15.885301,48.0,44.0,88.0,6.03,29.94,0.0,5.0,0.0,57.0,59.0,59.0
2025-06-02T05:57:25.890022,48.0,44.0,88.0,6.03,29.94,0.0,5.0,0.0,57.0,59.0,59.0
2025-06-02T05:57:35.883409,48.0,44.0,88.0,6.03,29.94,0.0,5.0,0.0,57.0,59.0,59.0
2025-06-02T05:57:45.883296,48.0,44.0,88.0,6.03,29.94,0.0,5.0,0.0,57.0,59.0,59.0
